time,price,volume
1767312092,100.16,14
1767312093,100.23,24
1767312094,100.15,17
1767312095,100.17,24
1767312096,100.11,10
1767312097,100.12,12
1767312098,100.05,1
1767312099,100.04,13
1767312100,100.05,11
1767312101,100.01,10
1767312102,100.1,12
1767312103,100.12,21
1767312104,100.11,5
1767312105,100.17,8
1767312106,100.26,15
1767312107,100.28,2
1767312108,100.23,4
1767312109,100.16,14
1767312110,100.18,2
1767312111,100.2,19
1767312112,100.25,24
1767312113,100.16,10
1767312114,100.13,15
1767312115,100.04,14
1767312116,100.06,4
1767312117,100.05,17
1767312118,100.03,21
1767312119,100.09,16
1767312120,100.11,6
1767312121,100.02,3
1767312122,100.11,13
1767312123,100.13,22
1767312124,100.19,25
1767312125,100.13,1
1767312126,100.09,12
1767312127,100.08,20
1767312128,100.07,19
1767312129,100.09,11
1767312130,100.08,9
1767312131,100.14,8
1767312132,100.23,20
1767312133,100.19,8
1767312134,100.16,24
1767312135,100.13,14
1767312136,100.08,13
1767312137,100.09,5
1767312138,100.18,16
1767312139,100.14,24
1767312140,100.14,24
1767312141,100.18,11
1767312142,100.11,21
1767312143,100.11,6
1767312144,100.12,4
1767312145,100.19,24
1767312146,100.17,4
1767312147,100.11,12
1767312148,100.13,1
1767312149,100.2,24
1767312150,100.12,24
1767312151,100.04,4
1767312152,100.08,13
1767312153,100.03,11
1767312154,99.94,16
1767312155,100.03,22
1767312156,100.11,12
1767312157,100.16,14
1767312158,100.08,17
1767312159,100.07,13
1767312160,100.08,14
1767312161,100.03,14
1767312162,99.98,23
1767312163,99.89,23
1767312164,99.89,22
1767312165,99.91,11
1767312166,99.82,20
1767312167,99.84,20
1767312168,99.89,17
1767312169,99.92,19
1767312170,99.87,15
1767312171,99.93,16
1767312172,99.84,7
1767312173,99.82,23
1767312174,99.77,10
1767312175,99.7,7
1767312176,99.74,24
1767312177,99.73,19
1767312178,99.81,1
1767312179,99.81,10
1767312180,99.87,7
1767312181,99.82,1
1767312182,99.89,24
1767312183,99.8,3
1767312184,99.76,16
1767312185,99.69,13
1767312186,99.65,16
1767312187,99.67,10
1767312188,99.61,1
1767312189,99.52,12
1767312190,99.46,20
1767312191,99.4,20
1767312192,99.31,4
1767312193,99.21,20
1767312194,99.17,18
1767312195,99.09,25
1767312196,99.11,14
1767312197,99.12,14
1767312198,99.12,6
1767312199,99.04,14
1767312200,99.07,24
1767312201,99.06,24
1767312202,99.07,11
1767312203,99.11,12
1767312204,99.05,19
1767312205,99.11,14
1767312206,99.1,25
1767312207,99.19,4
1767312208,99.15,20
1767312209,99.16,1
1767312210,99.26,1
1767312211,99.24,7
1767312212,99.24,8
1767312213,99.24,3
1767312214,99.31,6
1767312215,99.4,3
1767312216,99.49,1
1767312217,99.54,11
1767312218,99.63,6
1767312219,99.62,12
1767312220,99.58,11
1767312221,99.59,8
1767312222,99.66,12
1767312223,99.72,4
1767312224,99.81,9
1767312225,99.79,13
1767312226,99.84,15
1767312227,99.92,22
1767312228,99.94,11
1767312229,99.89,25
1767312230,99.9,10
1767312231,99.89,1
1767312232,99.85,11
1767312233,99.92,2
1767312234,99.94,15
1767312235,99.91,19
1767312236,99.97,15
1767312237,99.97,2
1767312238,100.05,1
1767312239,100.07,8
1767312240,100.11,22
1767312241,100.09,15
1767312242,100,9
1767312243,100.03,13
1767312244,100.01,13
1767312245,100.02,19
1767312246,99.93,1
1767312247,99.99,6
1767312248,99.91,10
1767312249,99.89,16
1767312250,99.86,13
1767312251,99.81,15
1767312252,99.75,14
1767312253,99.83,4
1767312254,99.85,5
1767312255,99.75,14
1767312256,99.83,14
1767312257,99.89,3
1767312258,99.82,20
1767312259,99.78,24
1767312260,99.85,19
1767312261,99.86,15
1767312262,99.82,9
1767312263,99.74,18
1767312264,99.76,4
1767312265,99.7,22
1767312266,99.77,3
1767312267,99.79,12
1767312268,99.77,11
1767312269,99.72,19
1767312270,99.74,1
1767312271,99.74,21
1767312272,99.66,1
1767312273,99.67,7
1767312274,99.64,23
1767312275,99.66,11
1767312276,99.7,21
1767312277,99.78,3
1767312278,99.76,4
1767312279,99.78,23
1767312280,99.84,18
1767312281,99.88,19
1767312282,99.79,7
1767312283,99.89,17
1767312284,99.81,17
1767312285,99.82,18
1767312286,99.82,23
1767312287,99.84,9
1767312288,99.93,4
1767312289,99.92,7
1767312290,100.01,3
1767312291,99.98,11
1767312292,100.07,16
1767312293,100.11,10
1767312294,100.09,22
1767312295,100.08,6
1767312296,100.09,5
1767312297,100.04,21
1767312298,100.06,14
1767312299,100.13,16
1767312300,100.21,24
1767312301,100.29,11
1767312302,100.37,20
1767312303,100.43,10
1767312304,100.34,14
1767312305,100.36,8
1767312306,100.32,12
1767312307,100.35,4
1767312308,100.25,1
1767312309,100.3,15
1767312310,100.35,16
1767312311,100.4,25
1767312312,100.47,20
1767312313,100.51,18
1767312314,100.59,21
1767312315,100.68,6
1767312316,100.71,12
1767312317,100.68,17
1767312318,100.76,16
1767312319,100.68,19
1767312320,100.73,14
1767312321,100.8,19
1767312322,100.74,9
1767312323,100.82,4
1767312324,100.78,23
1767312325,100.83,10
1767312326,100.81,2
1767312327,100.77,19
1767312328,100.8,17
1767312329,100.86,23
1767312330,100.89,7
1767312331,100.93,16
1767312332,100.96,19
1767312333,100.9,23
1767312334,100.91,8
1767312335,100.9,10
1767312336,100.81,20
1767312337,100.73,23
1767312338,100.76,22
1767312339,100.8,8
1767312340,100.81,13
1767312341,100.9,17
1767312342,100.84,9
1767312343,100.83,5
1767312344,100.83,11
1767312345,100.73,10
1767312346,100.7,12
1767312347,100.67,7
1767312348,100.57,2
1767312349,100.49,12
1767312350,100.39,21
1767312351,100.47,13
1767312352,100.43,10
1767312353,100.37,18
1767312354,100.31,13
1767312355,100.29,8
1767312356,100.35,9
1767312357,100.27,4
1767312358,100.24,19
1767312359,100.33,22
1767312360,100.36,14
1767312361,100.35,20
1767312362,100.39,16
1767312363,100.37,2
1767312364,100.27,14
1767312365,100.18,16
1767312366,100.17,20
1767312367,100.13,16
1767312368,100.17,12
1767312369,100.25,18
1767312370,100.21,21
1767312371,100.14,23
1767312372,100.06,19
1767312373,100.12,20
1767312374,100.1,14
1767312375,100.05,23
1767312376,99.95,24
1767312377,99.98,18
1767312378,99.9,8
1767312379,99.81,14
1767312380,99.87,7
1767312381,99.82,8
1767312382,99.73,9
1767312383,99.78,13
1767312384,99.83,22
1767312385,99.86,21
1767312386,99.9,13
1767312387,99.98,20
1767312388,99.91,8
1767312389,99.98,25
1767312390,100.03,23
1767312391,99.97,5
1767312392,100,9
1767312393,100.06,6
1767312394,100.1,23
1767312395,100.03,22
1767312396,99.99,5
1767312397,99.92,19
1767312398,99.93,18
1767312399,99.99,8
1767312400,99.99,14
1767312401,100.03,8
1767312402,100.1,7
1767312403,100.03,5
1767312404,100.05,18
1767312405,100.12,25
1767312406,100.03,23
1767312407,99.99,17
1767312408,100.07,10
1767312409,99.97,15
1767312410,99.96,3
1767312411,99.93,2
1767312412,100.03,1
1767312413,99.97,12
1767312414,100.01,3
1767312415,99.92,12
1767312416,99.9,10
1767312417,99.97,22
1767312418,99.88,21
1767312419,99.93,17
1767312420,99.94,8
1767312421,99.85,6
1767312422,99.94,22
1767312423,100.01,17
1767312424,100.04,15
1767312425,100.07,3
1767312426,100.01,16
1767312427,100.06,7
1767312428,100.03,4
1767312429,100.02,25
1767312430,99.98,11
1767312431,99.9,3
1767312432,99.86,9
1767312433,99.78,19
1767312434,99.77,21
1767312435,99.72,8
1767312436,99.65,4
1767312437,99.58,13
1767312438,99.52,14
1767312439,99.5,3
1767312440,99.6,7
1767312441,99.64,2
1767312442,99.56,3
1767312443,99.62,24
1767312444,99.53,24
1767312445,99.49,1
1767312446,99.55,1
1767312447,99.62,10
1767312448,99.55,19
1767312449,99.5,19
1767312450,99.48,22
1767312451,99.55,10
1767312452,99.52,8
1767312453,99.6,14
1767312454,99.56,8
1767312455,99.56,19
1767312456,99.58,22
1767312457,99.64,4
1767312458,99.55,19
1767312459,99.62,17
1767312460,99.71,4
1767312461,99.8,16
1767312462,99.83,23
1767312463,99.86,5
1767312464,99.91,7
1767312465,99.94,7
1767312466,99.9,21
1767312467,99.88,17
1767312468,99.96,19
1767312469,100.01,23
1767312470,100.11,22
1767312471,100.16,20
1767312472,100.09,19
1767312473,100.06,21
1767312474,100.16,22
1767312475,100.14,2
1767312476,100.13,2
1767312477,100.13,7
1767312478,100.14,2
1767312479,100.21,16
1767312480,100.16,1
1767312481,100.15,15
1767312482,100.08,8
1767312483,100.1,8
1767312484,100.14,13
1767312485,100.09,20
1767312486,99.99,25
1767312487,100.09,25
1767312488,100.16,6
1767312489,100.18,17
1767312490,100.18,3
1767312491,100.18,14
1767312492,100.14,22
1767312493,100.2,2
1767312494,100.17,12
1767312495,100.12,14
1767312496,100.08,22
1767312497,100.02,2
1767312498,99.96,21
1767312499,99.86,22
1767312500,99.83,10
1767312501,99.81,5
1767312502,99.74,24
1767312503,99.65,15
1767312504,99.6,13
1767312505,99.59,6
1767312506,99.63,23
1767312507,99.57,11
1767312508,99.6,4
1767312509,99.6,3
1767312510,99.67,22
1767312511,99.67,15
1767312512,99.59,2
1767312513,99.67,5
1767312514,99.68,6
1767312515,99.73,11
1767312516,99.67,21
1767312517,99.66,3
1767312518,99.76,20
1767312519,99.82,5
1767312520,99.74,3
1767312521,99.7,3
1767312522,99.74,15
1767312523,99.76,24
1767312524,99.72,20
1767312525,99.69,9
1767312526,99.78,4
1767312527,99.69,24
1767312528,99.75,15
1767312529,99.69,8
1767312530,99.76,21
1767312531,99.77,2
1767312532,99.85,14
1767312533,99.94,2
1767312534,99.94,24
1767312535,100,23
1767312536,99.93,4
1767312537,99.96,2
1767312538,100.01,2
1767312539,99.99,16
1767312540,99.99,23
1767312541,99.9,10
1767312542,99.81,5
1767312543,99.9,10
1767312544,99.91,24
1767312545,99.9,21
1767312546,100,5
1767312547,99.92,8
1767312548,99.99,25
1767312549,99.9,13
1767312550,99.96,9
1767312551,99.89,7
1767312552,99.84,17
1767312553,99.9,23
1767312554,100,13
1767312555,100.03,14
1767312556,100.06,24
1767312557,100.09,6
1767312558,100.01,18
1767312559,99.93,12
1767312560,99.95,2
1767312561,100.04,23
1767312562,100.11,13
1767312563,100.01,12
1767312564,100.03,13
1767312565,99.98,4
1767312566,99.99,12
1767312567,100.03,11
1767312568,99.94,8
1767312569,100.02,7
1767312570,100.02,5
1767312571,100.07,16
1767312572,100.05,21
1767312573,99.96,12
1767312574,100,21
1767312575,99.95,23
1767312576,100.02,8
1767312577,100.06,10
1767312578,99.98,6
1767312579,100.04,6
1767312580,100.12,12
1767312581,100.18,15
1767312582,100.27,4
1767312583,100.33,23
1767312584,100.38,22
1767312585,100.41,13
1767312586,100.43,15
1767312587,100.36,2
1767312588,100.28,16
1767312589,100.28,25
1767312590,100.21,8
1767312591,100.27,3
1767312592,100.24,16
1767312593,100.22,19
1767312594,100.17,5
1767312595,100.26,13
1767312596,100.3,17
1767312597,100.36,24
1767312598,100.45,20
1767312599,100.42,1
1767312600,100.36,11
1767312601,100.29,15
1767312602,100.28,17
1767312603,100.23,14
1767312604,100.26,17
1767312605,100.21,17
1767312606,100.15,16
1767312607,100.25,11
1767312608,100.3,23
1767312609,100.27,19
1767312610,100.32,17
1767312611,100.28,15
1767312612,100.33,12
1767312613,100.3,20
1767312614,100.2,2
1767312615,100.12,21
1767312616,100.11,4
1767312617,100.2,5
1767312618,100.3,13
1767312619,100.24,10
1767312620,100.25,8
1767312621,100.22,8
1767312622,100.19,2
1767312623,100.18,25
1767312624,100.12,17
1767312625,100.1,15
1767312626,100.18,8
1767312627,100.28,4
1767312628,100.35,13
1767312629,100.29,23
1767312630,100.38,15
1767312631,100.32,19
1767312632,100.35,3
1767312633,100.39,2
1767312634,100.48,23
1767312635,100.54,23
1767312636,100.45,23
1767312637,100.4,10
1767312638,100.4,8
1767312639,100.31,17
1767312640,100.27,16
1767312641,100.31,5
1767312642,100.32,21
1767312643,100.23,11
1767312644,100.25,15
1767312645,100.3,11
1767312646,100.25,6
1767312647,100.24,16
1767312648,100.25,5
1767312649,100.27,7
1767312650,100.22,23
1767312651,100.18,24
1767312652,100.19,25
1767312653,100.12,19
1767312654,100.08,15
1767312655,100.15,22
1767312656,100.24,4
1767312657,100.33,14
1767312658,100.32,6
1767312659,100.23,3
1767312660,100.32,15
1767312661,100.22,16
1767312662,100.32,2
1767312663,100.31,25
1767312664,100.3,3
1767312665,100.22,3
1767312666,100.14,22
1767312667,100.17,15
1767312668,100.09,10
1767312669,100,17
1767312670,99.95,9
1767312671,100.03,5
1767312672,100.12,19
1767312673,100.1,2
1767312674,100.04,13
1767312675,100.13,12
1767312676,100.04,23
1767312677,100,7
1767312678,100.06,7
1767312679,100.06,21
1767312680,99.97,16
1767312681,100,5
1767312682,99.92,25
1767312683,99.83,18
1767312684,99.76,23
1767312685,99.83,9
1767312686,99.93,5
1767312687,99.95,4
1767312688,99.96,24
1767312689,100.04,15
1767312690,100.08,9
1767312691,100.11,18
1767312692,100.07,21
1767312693,100.15,8
1767312694,100.08,22
1767312695,100.02,15
1767312696,100.02,12
1767312697,100.03,23
1767312698,100.06,24
1767312699,100.08,20
1767312700,100,2
1767312701,100.09,18
1767312702,100.07,13
1767312703,100.14,4
1767312704,100.22,10
1767312705,100.17,5
1767312706,100.13,1
1767312707,100.22,6
1767312708,100.26,5
1767312709,100.22,4
1767312710,100.22,3
1767312711,100.18,16
1767312712,100.27,8
1767312713,100.27,24
1767312714,100.23,15
1767312715,100.24,4
1767312716,100.32,7
1767312717,100.25,11
1767312718,100.29,14
1767312719,100.27,11
1767312720,100.36,12
1767312721,100.44,20
1767312722,100.45,13
1767312723,100.47,20
1767312724,100.38,5
1767312725,100.46,1
1767312726,100.45,17
1767312727,100.39,24
1767312728,100.42,12
1767312729,100.46,1
1767312730,100.43,24
1767312731,100.36,25
1767312732,100.45,18
1767312733,100.55,9
1767312734,100.54,3
1767312735,100.56,1
1767312736,100.64,9
1767312737,100.64,21
1767312738,100.62,3
1767312739,100.65,12
1767312740,100.6,5
1767312741,100.62,5
1767312742,100.63,22
1767312743,100.55,25
1767312744,100.55,9
1767312745,100.58,3
1767312746,100.63,7
1767312747,100.69,25
1767312748,100.63,9
1767312749,100.65,19
1767312750,100.62,10
1767312751,100.59,12
1767312752,100.52,23
1767312753,100.56,14
1767312754,100.55,25
1767312755,100.47,20
1767312756,100.54,14
1767312757,100.64,7
1767312758,100.65,2
1767312759,100.58,24
1767312760,100.51,12
1767312761,100.48,13
1767312762,100.44,3
1767312763,100.43,7
1767312764,100.4,8
1767312765,100.33,16
1767312766,100.31,24
1767312767,100.22,12
1767312768,100.28,20
1767312769,100.35,15
1767312770,100.36,13
1767312771,100.42,2
1767312772,100.52,15
1767312773,100.47,25
1767312774,100.53,12
1767312775,100.53,13
1767312776,100.43,14
1767312777,100.35,9
1767312778,100.37,15
1767312779,100.3,21
1767312780,100.31,9
1767312781,100.25,3
1767312782,100.18,11
1767312783,100.1,21
1767312784,100.15,2
1767312785,100.17,16
1767312786,100.14,10
1767312787,100.09,13
1767312788,100.18,7
1767312789,100.15,18
1767312790,100.06,13
1767312791,99.98,25
1767312792,100.01,19
1767312793,100.02,7
1767312794,100.05,8
1767312795,100.13,9
1767312796,100.04,25
1767312797,100.02,4
1767312798,99.97,25
1767312799,99.95,5
1767312800,99.9,14
1767312801,99.89,5
1767312802,99.84,20
1767312803,99.84,23
1767312804,99.77,13
1767312805,99.72,16
1767312806,99.7,3
1767312807,99.61,25
1767312808,99.55,9
1767312809,99.5,12
1767312810,99.5,5
1767312811,99.48,3
1767312812,99.41,10
1767312813,99.49,9
1767312814,99.55,17
1767312815,99.62,16
1767312816,99.54,3
1767312817,99.47,18
1767312818,99.43,17
1767312819,99.48,8
1767312820,99.41,16
1767312821,99.47,8
1767312822,99.5,16
1767312823,99.43,23
1767312824,99.4,25
1767312825,99.41,15
1767312826,99.48,2
1767312827,99.41,20
1767312828,99.42,13
1767312829,99.36,14
1767312830,99.4,15
1767312831,99.44,2
1767312832,99.37,25
1767312833,99.32,22
1767312834,99.22,11
1767312835,99.14,24
1767312836,99.19,12
1767312837,99.13,16
1767312838,99.16,23
1767312839,99.18,8
1767312840,99.18,19
1767312841,99.27,5
1767312842,99.33,12
1767312843,99.33,9
1767312844,99.36,18
1767312845,99.46,7
1767312846,99.45,9
1767312847,99.44,3
1767312848,99.4,6
1767312849,99.37,7
1767312850,99.38,5
1767312851,99.31,23
1767312852,99.33,17
1767312853,99.25,18
1767312854,99.16,15
1767312855,99.24,19
1767312856,99.21,22
1767312857,99.13,13
1767312858,99.12,14
1767312859,99.14,4
1767312860,99.12,16
1767312861,99.15,10
1767312862,99.08,21
1767312863,99.14,25
1767312864,99.16,13
1767312865,99.12,14
1767312866,99.21,14
1767312867,99.24,10
1767312868,99.18,9
1767312869,99.22,3
1767312870,99.21,23
1767312871,99.12,16
1767312872,99.05,1
1767312873,99.14,15
1767312874,99.06,17
1767312875,99.02,23
1767312876,98.94,4
1767312877,99.04,24
1767312878,99.02,17
1767312879,98.96,4
1767312880,98.89,13
1767312881,98.81,25
1767312882,98.77,25
1767312883,98.83,25
1767312884,98.87,3
1767312885,98.78,7
1767312886,98.73,24
1767312887,98.64,12
1767312888,98.6,13
1767312889,98.7,14
1767312890,98.66,8
1767312891,98.66,14
1767312892,98.63,13
1767312893,98.7,20
1767312894,98.74,24
1767312895,98.7,10
1767312896,98.74,2
1767312897,98.71,7
1767312898,98.72,5
1767312899,98.76,4
1767312900,98.75,17
1767312901,98.83,8
1767312902,98.75,6
1767312903,98.68,12
1767312904,98.76,18
1767312905,98.8,21
1767312906,98.71,21
1767312907,98.63,7
1767312908,98.57,14
1767312909,98.49,24
1767312910,98.57,8
1767312911,98.53,12
1767312912,98.46,17
1767312913,98.53,6
1767312914,98.62,24
1767312915,98.67,25
1767312916,98.73,21
1767312917,98.73,24
1767312918,98.83,20
1767312919,98.89,6
1767312920,98.95,14
1767312921,98.91,16
1767312922,98.92,14
1767312923,98.92,11
1767312924,98.86,13
1767312925,98.84,10
1767312926,98.89,14
1767312927,98.97,17
1767312928,99.05,17
1767312929,99,20
1767312930,99.03,11
1767312931,99.08,12
1767312932,99.12,17
1767312933,99.18,1
1767312934,99.23,9
1767312935,99.22,25
1767312936,99.3,24
1767312937,99.3,12
1767312938,99.33,25
1767312939,99.39,13
1767312940,99.39,22
1767312941,99.42,10
1767312942,99.41,11
1767312943,99.45,20
1767312944,99.38,20
1767312945,99.42,7
1767312946,99.38,6
1767312947,99.45,15
1767312948,99.51,18
1767312949,99.56,13
1767312950,99.57,6
1767312951,99.49,13
1767312952,99.55,3
1767312953,99.62,7
1767312954,99.64,9
1767312955,99.65,14
1767312956,99.63,20
1767312957,99.55,21
1767312958,99.51,9
1767312959,99.45,1
1767312960,99.49,15
1767312961,99.57,9
1767312962,99.48,1
1767312963,99.47,2
1767312964,99.55,9
1767312965,99.52,7
1767312966,99.49,14
1767312967,99.5,20
1767312968,99.52,12
1767312969,99.53,7
1767312970,99.52,22
1767312971,99.44,19
1767312972,99.39,23
1767312973,99.3,5
1767312974,99.26,17
1767312975,99.34,17
1767312976,99.33,15
1767312977,99.25,12
1767312978,99.28,4
1767312979,99.38,2
1767312980,99.29,7
1767312981,99.23,21
1767312982,99.2,3
1767312983,99.17,17
1767312984,99.09,1
1767312985,99.12,8
1767312986,99.03,19
1767312987,99.07,24
1767312988,99,7
1767312989,99.02,23
1767312990,99.02,4
1767312991,99.01,6
1767312992,99.07,2
1767312993,98.99,17
1767312994,99.07,7
1767312995,99.09,3
1767312996,99.07,13
1767312997,99.07,20
1767312998,98.99,23
1767312999,98.95,17
1767313000,98.95,16
1767313001,98.85,24
1767313002,98.85,3
1767313003,98.77,1
1767313004,98.68,7
1767313005,98.67,2
1767313006,98.74,3
1767313007,98.78,17
1767313008,98.87,16
1767313009,98.85,6
1767313010,98.8,16
1767313011,98.72,4
1767313012,98.62,21
1767313013,98.59,7
1767313014,98.65,9
1767313015,98.55,2
1767313016,98.55,16
1767313017,98.52,24
1767313018,98.46,3
1767313019,98.47,8
1767313020,98.51,1
1767313021,98.5,18
1767313022,98.58,7
1767313023,98.51,12
1767313024,98.6,18
1767313025,98.67,7
1767313026,98.59,10
1767313027,98.61,19
1767313028,98.66,21
1767313029,98.73,17
1767313030,98.81,14
1767313031,98.88,18
1767313032,98.89,6
1767313033,98.91,5
1767313034,98.82,24
1767313035,98.9,22
1767313036,98.88,19
1767313037,98.96,20
1767313038,98.97,17
1767313039,99.07,24
1767313040,99.03,1
1767313041,99.06,8
1767313042,99.13,18
1767313043,99.04,12
1767313044,98.99,20
1767313045,98.99,24
1767313046,98.98,12
1767313047,98.91,21
1767313048,98.98,6
1767313049,98.9,13
1767313050,98.98,14
1767313051,99.03,2
1767313052,99.05,1
1767313053,99.11,23
1767313054,99.13,1
1767313055,99.04,16
1767313056,99.01,23
1767313057,98.93,11
1767313058,98.99,14
1767313059,99.08,14
1767313060,99.05,8
1767313061,99.1,15
1767313062,99.16,22
1767313063,99.16,24
1767313064,99.09,8
1767313065,99.05,22
1767313066,99.06,13
1767313067,98.97,22
1767313068,98.93,9
1767313069,99.02,9
1767313070,98.96,6
1767313071,99.04,21
1767313072,99.06,7
1767313073,99.07,9
1767313074,99.11,16
1767313075,99.02,14
1767313076,98.93,12
1767313077,99.01,16
1767313078,98.93,15
1767313079,98.88,6
1767313080,98.88,24
1767313081,98.92,13
1767313082,98.96,6
1767313083,98.89,7
1767313084,98.85,1
1767313085,98.78,7
1767313086,98.75,10
1767313087,98.65,7
1767313088,98.73,23
1767313089,98.69,13
1767313090,98.7,12
1767313091,98.72,18
1767313092,98.7,3
1767313093,98.62,24
1767313094,98.55,5
1767313095,98.59,1
1767313096,98.64,4
1767313097,98.57,23
1767313098,98.67,20
1767313099,98.73,24
1767313100,98.68,9
1767313101,98.73,5
1767313102,98.72,13
1767313103,98.82,21
1767313104,98.85,8
1767313105,98.76,1
1767313106,98.85,1
1767313107,98.81,7
1767313108,98.79,25
1767313109,98.72,8
1767313110,98.78,4
1767313111,98.71,11
1767313112,98.74,11
1767313113,98.81,14
1767313114,98.72,13
1767313115,98.65,21
1767313116,98.74,25
1767313117,98.68,7
1767313118,98.78,24
1767313119,98.77,5
1767313120,98.85,5
1767313121,98.85,18
1767313122,98.91,1
1767313123,98.97,10
1767313124,99.04,8
1767313125,98.98,12
1767313126,99.05,15
1767313127,99.14,20
1767313128,99.2,5
1767313129,99.18,25
1767313130,99.1,21
1767313131,99.17,21
1767313132,99.12,4
1767313133,99.21,3
1767313134,99.3,14
1767313135,99.22,25
1767313136,99.27,21
1767313137,99.28,17
1767313138,99.25,5
1767313139,99.18,6
1767313140,99.09,10
1767313141,99,7
1767313142,98.98,3
1767313143,99.08,24
1767313144,99.13,13
1767313145,99.05,22
1767313146,99.04,3
1767313147,99.03,19
1767313148,98.95,1
1767313149,98.95,8
1767313150,98.92,8
1767313151,98.99,8
1767313152,98.98,4
1767313153,99.01,15
1767313154,99.01,21
1767313155,99.02,11
1767313156,99,21
1767313157,98.9,18
1767313158,98.85,21
1767313159,98.84,5
1767313160,98.74,11
1767313161,98.77,3
1767313162,98.72,19
1767313163,98.66,2
1767313164,98.56,14
1767313165,98.57,1
1767313166,98.53,24
1767313167,98.59,22
1767313168,98.5,19
1767313169,98.56,6
1767313170,98.65,12
1767313171,98.72,18
1767313172,98.72,6
1767313173,98.69,18
1767313174,98.68,7
1767313175,98.61,11
1767313176,98.61,13
1767313177,98.69,9
1767313178,98.68,11
1767313179,98.77,15
1767313180,98.74,5
1767313181,98.83,13
1767313182,98.86,16
1767313183,98.91,4
1767313184,98.89,16
1767313185,98.91,6
1767313186,98.96,6
1767313187,99.03,1
1767313188,98.94,23
1767313189,98.97,14
1767313190,99,12
1767313191,98.92,16
1767313192,99.01,10
1767313193,98.93,3
1767313194,98.86,12
1767313195,98.82,13
1767313196,98.84,22
1767313197,98.75,13
1767313198,98.83,4
1767313199,98.85,20
1767313200,98.89,21
1767313201,98.85,16
1767313202,98.78,20
1767313203,98.76,10
1767313204,98.74,20
1767313205,98.8,10
1767313206,98.82,9
1767313207,98.87,14
1767313208,98.8,6
1767313209,98.76,23
1767313210,98.78,8
1767313211,98.87,1
1767313212,98.78,5
1767313213,98.81,22
1767313214,98.86,15
1767313215,98.95,7
1767313216,98.89,22
1767313217,98.98,19
1767313218,98.93,8
1767313219,98.86,15
1767313220,98.92,13
1767313221,98.93,14
1767313222,98.88,21
1767313223,98.96,25
1767313224,98.87,21
1767313225,98.77,16
1767313226,98.76,16
1767313227,98.73,1
1767313228,98.76,13
1767313229,98.77,1
1767313230,98.79,1
1767313231,98.85,2
1767313232,98.79,3
1767313233,98.73,25
1767313234,98.74,4
1767313235,98.68,21
1767313236,98.76,21
1767313237,98.68,7
1767313238,98.63,19
1767313239,98.58,25
1767313240,98.61,24
1767313241,98.55,18
1767313242,98.63,20
1767313243,98.66,18
1767313244,98.68,21
1767313245,98.72,12
1767313246,98.73,1
1767313247,98.64,20
1767313248,98.54,17
1767313249,98.55,18
1767313250,98.46,24
1767313251,98.5,22
1767313252,98.52,21
1767313253,98.57,24
1767313254,98.66,3
1767313255,98.57,20
1767313256,98.57,21
1767313257,98.62,7
1767313258,98.55,10
1767313259,98.52,6
1767313260,98.55,9
1767313261,98.55,16
1767313262,98.58,20
1767313263,98.66,23
1767313264,98.76,12
1767313265,98.74,24
1767313266,98.79,13
1767313267,98.74,11
1767313268,98.82,6
1767313269,98.84,9
1767313270,98.82,9
1767313271,98.73,15
1767313272,98.71,17
1767313273,98.76,7
